Source,Target,Type,Id,Label,Weight
Mehdi En Nebigui,Pablo Serrano,Undirected,1053,,1
Mehdi En Nebigui,Pilar Rey,Undirected,1054,,1
Mehdi En Nebigui,Samuel Cordero,Undirected,1055,,1
Mehdi En Nebigui,Subdirección General de Museos Estatales,Undirected,1056,,1
Micro Scooters Ltd,PR,Undirected,1057,,1
Micro Scooters Ltd,Rycotewood Furniture Centre,Undirected,1058,,1
Micro Scooters Ltd,Sarah and Trevor Young,Undirected,1059,,1
Micro Scooters Ltd,Stephanie Bevan (Herts Careline),Undirected,1060,,1
Micro Scooters Ltd,Suzy Prior,Undirected,1061,,1
Mongolia and Inner Asia Research Unit,Pembroke College,Undirected,1062,,1
Mongolia and Inner Asia Research Unit,UK Research and Innovation,Undirected,1063,,1
Mongolia and Inner Asia Research Unit,University of Cambridge,Undirected,1064,,1
Mongolia and Inner Asia Research Unit,the Fitzwilliam Museum,Undirected,1065,,1
Mongolia and Inner Asia Research Unit,the Frederick Williamson Memorial Fund,Undirected,1066,,1
Mongolia and Inner Asia Research Unit,the Museum of Archaeology and Anthropology,Undirected,1067,,1
Mongolia and Inner Asia Research Unit,the Sedgwick Museum of Earth Sciences,Undirected,1068,,1
Mongolia and Inner Asia Research Unit,the University Library,Undirected,1069,,1
Museo Universitario Arte Contemporáneo de la Universidad Nacional Autónoma de México (MUAC),Museo de Reina Sofia,Undirected,1070,,1
Museo de Arte de Lima,Museo de la Universidad Nacional de Tres de Febrero,Undirected,1071,,1
Museo de Arte de Lima,PROMPERÚ,Undirected,1072,,2
Museo de Reina Sofia,Red Conceptualismos del Sur,Undirected,1073,,1
Museum from The Lani Singers,Novalia,Undirected,1074,,1
Mª del Carmen García,Pablo Serrano,Undirected,1075,,1
Mª del Carmen García,Pilar Rey,Undirected,1076,,1
Mª del Carmen García,Samuel Cordero,Undirected,1077,,1
Mª del Carmen García,Subdirección General de Museos Estatales,Undirected,1078,,1
National Ethnographic Museum of Guinea-Bissau,National TV of Guinea-Bissau,Undirected,1079,,1
National Ethnographic Museum of Guinea-Bissau,PR,Undirected,1080,,1
National Ethnographic Museum of Guinea-Bissau,Roger Canals,Undirected,1081,,1
National TV of Guinea-Bissau,PR,Undirected,1082,,1
National TV of Guinea-Bissau,Roger Canals,Undirected,1083,,1
Nicholas Crowe,PR,Undirected,1084,,1
Nicholas Crowe,RJA Mountmaking,Undirected,1085,,1
Nicholas Crowe,Rebecca Ash,Undirected,1086,,1
Nicola Bird,Nuha Abdo,Undirected,1087,,1
Nicola Bird,PR,Undirected,1088,,1
Nicola Bird,Reem Alalaf ,Undirected,1089,,1
Nicola Bird,Refugee Resource,Undirected,1090,,1
Nicola Bird,Sheila Paine,Undirected,1091,,1
Nicola Bird,Shelagh Weir,Undirected,1092,,1
Nicola Bird,Syrian Sisters,Undirected,1093,,1
Nicola Bird,Widad Kawar,Undirected,1094,,1
Nicola Bird,the History of Science Museum,Undirected,1095,,1
Nuha Abdo,PR,Undirected,1096,,1
Nuha Abdo,Reem Alalaf ,Undirected,1097,,1
Nuha Abdo,Refugee Resource,Undirected,1098,,1
Nuha Abdo,Sheila Paine,Undirected,1099,,1
Nuha Abdo,Shelagh Weir,Undirected,1100,,1
Nuha Abdo,Syrian Sisters,Undirected,1101,,1
Nuha Abdo,Widad Kawar,Undirected,1102,,1
Nuha Abdo,the History of Science Museum,Undirected,1103,,1
PR,RJA Mountmaking,Undirected,1104,,1
PR,Rebecca Ash,Undirected,1105,,1
PR,Reem Alalaf ,Undirected,1106,,1
PR,Refugee Resource,Undirected,1107,,2
PR,Roger Canals,Undirected,1108,,1
PR,Rycotewood Furniture Centre,Undirected,1109,,1
PR,Sarah and Trevor Young,Undirected,1110,,1
PR,Sheila Paine,Undirected,1111,,1
PR,Shelagh Weir,Undirected,1112,,1
PR,Stephanie Bevan (Herts Careline),Undirected,1113,,1
PR,Suzy Prior,Undirected,1114,,1
PR,Syrian Sisters,Undirected,1115,,2
PR,Tibetan community in the UK,Undirected,1116,,1
PR,Widad Kawar,Undirected,1117,,1
PR,the History of Science Museum,Undirected,1118,,2
Pablo Serrano,Pilar Rey,Undirected,1119,,1
Pablo Serrano,Samuel Cordero,Undirected,1120,,1
Pablo Serrano,Subdirección General de Museos Estatales,Undirected,1121,,1
Pembroke College,UK Research and Innovation,Undirected,1122,,1
Pembroke College,University of Cambridge,Undirected,1123,,1
Pembroke College,the Fitzwilliam Museum,Undirected,1124,,1
Pembroke College,the Frederick Williamson Memorial Fund,Undirected,1125,,1
Pembroke College,the Museum of Archaeology and Anthropology,Undirected,1126,,1
Pembroke College,the Sedgwick Museum of Earth Sciences,Undirected,1127,,1
Pembroke College,the University Library,Undirected,1128,,1
Pilar Rey,Samuel Cordero,Undirected,1129,,1
Pilar Rey,Subdirección General de Museos Estatales,Undirected,1130,,1
Portal España es Cultura,Portal de la transparencia,Undirected,1131,,6
Portal de la transparencia,Universidad de Loughborough (Reino Unido),Undirected,1132,,1
RJA Mountmaking,Rebecca Ash,Undirected,1133,,1
Reem Alalaf ,Refugee Resource,Undirected,1134,,1
Reem Alalaf ,Sheila Paine,Undirected,1135,,1
Reem Alalaf ,Shelagh Weir,Undirected,1136,,1
Reem Alalaf ,Syrian Sisters,Undirected,1137,,1
Reem Alalaf ,Widad Kawar,Undirected,1138,,1
Reem Alalaf ,the History of Science Museum,Undirected,1139,,1
Refugee Resource,Sheila Paine,Undirected,1140,,1
Refugee Resource,Shelagh Weir,Undirected,1141,,1
Refugee Resource,Syrian Sisters,Undirected,1142,,2
Refugee Resource,Widad Kawar,Undirected,1143,,1
Refugee Resource,the History of Science Museum,Undirected,1144,,2
Research Arts council England,UK Research and Innovation,Undirected,1145,,1
Rycotewood Furniture Centre,Sarah and Trevor Young,Undirected,1146,,1
Rycotewood Furniture Centre,Stephanie Bevan (Herts Careline),Undirected,1147,,1
Rycotewood Furniture Centre,Suzy Prior,Undirected,1148,,1
Samuel Cordero,Subdirección General de Museos Estatales,Undirected,1149,,1
Sarah and Trevor Young,Stephanie Bevan (Herts Careline),Undirected,1150,,1
Sarah and Trevor Young,Suzy Prior,Undirected,1151,,1
Sheila Paine,Shelagh Weir,Undirected,1152,,1
Sheila Paine,Syrian Sisters,Undirected,1153,,1
Sheila Paine,Widad Kawar,Undirected,1154,,1
Sheila Paine,the History of Science Museum,Undirected,1155,,1
Shelagh Weir,Syrian Sisters,Undirected,1156,,1
Shelagh Weir,Widad Kawar,Undirected,1157,,1
Shelagh Weir,the History of Science Museum,Undirected,1158,,1
Stephanie Bevan (Herts Careline),Suzy Prior,Undirected,1159,,1
Syrian Sisters,Widad Kawar,Undirected,1160,,1
Syrian Sisters,the History of Science Museum,Undirected,1161,,2
The Collie Print Trust,UCM,Undirected,1162,,1
The Collie Print Trust,UK Research and Innovation,Undirected,1163,,1
UCM,UK Research and Innovation,Undirected,1164,,1
UK Research and Innovation,University of Cambridge,Undirected,1165,,5
UK Research and Innovation,the Fitzwilliam Museum,Undirected,1166,,1
UK Research and Innovation,the Frederick Williamson Memorial Fund,Undirected,1167,,1
UK Research and Innovation,the Museum of Archaeology and Anthropology,Undirected,1168,,1
UK Research and Innovation,the Sedgwick Museum of Earth Sciences,Undirected,1169,,1
UK Research and Innovation,the University Library,Undirected,1170,,1
University of Cambridge,the Crowther-Beynon Fund,Undirected,1171,,1
University of Cambridge,the Fitzwilliam Museum,Undirected,1172,,1
University of Cambridge,the Frederick Williamson Memorial Fund,Undirected,1173,,1
University of Cambridge,the Museum of Archaeology and Anthropology,Undirected,1174,,1
University of Cambridge,the Pilgrim Trust and Art Fund,Undirected,1175,,1
University of Cambridge,the Sedgwick Museum of Earth Sciences,Undirected,1176,,1
University of Cambridge,the University Library,Undirected,1177,,1
Widad Kawar,the History of Science Museum,Undirected,1178,,1
the Fitzwilliam Museum,the Frederick Williamson Memorial Fund,Undirected,1179,,1
the Fitzwilliam Museum,the Museum of Archaeology and Anthropology,Undirected,1180,,1
the Fitzwilliam Museum,the Sedgwick Museum of Earth Sciences,Undirected,1181,,1
the Fitzwilliam Museum,the University Library,Undirected,1182,,1
the Frederick Williamson Memorial Fund,the Museum of Archaeology and Anthropology,Undirected,1183,,1
the Frederick Williamson Memorial Fund,the Sedgwick Museum of Earth Sciences,Undirected,1184,,1
the Frederick Williamson Memorial Fund,the University Library,Undirected,1185,,1
the Museum of Archaeology and Anthropology,the Sedgwick Museum of Earth Sciences,Undirected,1186,,1
the Museum of Archaeology and Anthropology,the University Library,Undirected,1187,,1
the Sedgwick Museum of Earth Sciences,the University Library,Undirected,1188,,1
